Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
17/02/20,233.0,128.15,251.64,193.39,265.62,2.45,221.35
18/02/20,202.0,111.1,218.16,167.66,230.28,2.12,191.9
19/02/20,220.0,121.0,237.6,182.6,250.8,2.31,209.0
20/02/20,155.0,85.25,167.4,128.65,176.7,1.63,147.25
21/02/20,98.0,53.9,105.84,81.34,111.72,1.03,93.1
22/02/20,123.0,67.65,132.84,102.09,140.22,1.29,116.85
23/02/20,193.0,106.15,208.44,160.19,220.02,2.03,183.35
24/02/20,170.0,93.5,183.6,141.1,193.8,1.79,161.5
25/02/20,150.0,82.5,162.0,124.5,171.0,1.58,142.5
26/02/20,131.0,72.05,141.48,108.73,149.34,1.38,124.45
27/02/20,131.0,72.05,141.48,108.73,149.34,1.38,124.45
28/02/20,172.0,94.6,185.76,142.76,196.08,1.81,163.4
01/03/20,107.0,58.85,115.56,88.81,121.98,1.12,101.65
02/03/20,122.0,67.1,131.76,101.26,139.08,1.28,115.9
03/03/20,125.0,68.75,135.0,103.75,142.5,1.31,118.75
04/03/20,117.0,64.35,126.36,97.11,133.38,1.23,111.15
05/03/20,104.0,57.2,112.32,86.32,118.56,1.09,98.8
06/03/20,101.0,55.55,109.08,83.83,115.14,1.06,95.95
07/03/20,108.0,59.4,116.64,89.64,123.12,1.13,102.6
08/03/20,119.0,65.45,128.52,98.77,135.66,1.25,113.05
09/03/20,123.0,67.65,132.84,102.09,140.22,1.29,116.85
10/03/20,130.0,71.5,140.4,107.9,148.2,1.37,123.5
11/03/20,73.0,40.15,78.84,60.59,83.22,0.77,69.35
12/03/20,79.0,43.45,85.32,65.57,90.06,0.83,75.05
13/03/20,84.0,46.2,90.72,69.72,95.76,0.88,79.8
14/03/20,112.0,61.6,120.96,92.96,127.68,1.18,106.4
15/03/20,158.0,86.9,170.64,131.14,180.12,1.66,150.1
16/03/20,153.0,84.15,165.24,126.99,174.42,1.61,145.35
17/03/20,197.0,108.35,212.76,163.51,224.58,2.07,187.15
18/03/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
19/03/20,102.0,56.1,110.16,84.66,116.28,1.07,96.9
20/03/20,82.0,45.1,88.56,68.06,93.48,0.86,77.9
21/03/20,72.0,39.6,77.76,59.76,82.08,0.76,68.4
22/03/20,54.0,29.7,58.32,44.82,61.56,0.57,51.3
23/03/20,64.0,35.2,69.12,53.12,72.96,0.67,60.8
24/03/20,81.0,44.55,87.48,67.23,92.34,0.85,76.95
25/03/20,87.0,47.85,93.96,72.21,99.18,0.91,82.65
26/03/20,69.0,37.95,74.52,57.27,78.66,0.72,65.55
27/03/20,66.0,36.3,71.28,54.78,75.24,0.69,62.7
28/03/20,72.0,39.6,77.76,59.76,82.08,0.76,68.4
29/03/20,71.0,39.05,76.68,58.93,80.94,0.75,67.45
30/03/20,69.0,37.95,74.52,57.27,78.66,0.72,65.55
31/03/20,67.0,36.85,72.36,55.61,76.38,0.7,63.65
01/04/20,57.0,31.35,61.56,47.31,64.98,0.6,54.15
02/04/20,72.0,39.6,77.76,59.76,82.08,0.76,68.4
03/04/20,85.0,46.75,91.8,70.55,96.9,0.89,80.75
04/04/20,81.0,44.55,87.48,67.23,92.34,0.85,76.95
05/04/20,77.0,42.35,83.16,63.91,87.78,0.81,73.15
06/04/20,58.0,31.9,62.64,48.14,66.12,0.61,55.1
07/04/20,64.0,35.2,69.12,53.12,72.96,0.67,60.8
08/04/20,97.0,53.35,104.76,80.51,110.58,1.02,92.15
09/04/20,94.0,51.7,101.52,78.02,107.16,0.99,89.3
10/04/20,83.0,45.65,89.64,68.89,94.62,0.87,78.85
11/04/20,77.0,42.35,83.16,63.91,87.78,0.81,73.15
12/04/20,87.0,47.85,93.96,72.21,99.18,0.91,82.65
13/04/20,76.0,41.8,82.08,63.08,86.64,0.8,72.2
14/04/20,81.0,44.55,87.48,67.23,92.34,0.85,76.95
15/04/20,81.0,44.55,87.48,67.23,92.34,0.85,76.95
16/04/20,65.0,35.75,70.2,53.95,74.1,0.68,61.75
17/04/20,65.0,35.75,70.2,53.95,74.1,0.68,61.75
18/04/20,68.0,37.4,73.44,56.44,77.52,0.71,64.6
19/04/20,67.0,36.85,72.36,55.61,76.38,0.7,63.65
20/04/20,82.0,45.1,88.56,68.06,93.48,0.86,77.9
21/04/20,65.0,35.75,70.2,53.95,74.1,0.68,61.75
22/04/20,51.0,28.05,55.08,42.33,58.14,0.54,48.45
23/04/20,63.0,34.65,68.04,52.29,71.82,0.66,59.85
24/04/20,50.0,27.5,54.0,41.5,57.0,0.53,47.5
25/04/20,48.0,26.4,51.84,39.84,54.72,0.5,45.6
26/04/20,57.0,31.35,61.56,47.31,64.98,0.6,54.15
27/04/20,52.0,28.6,56.16,43.16,59.28,0.55,49.4
28/04/20,53.0,29.15,57.24,43.99,60.42,0.56,50.35
29/04/20,81.0,44.55,87.48,67.23,92.34,0.85,76.95
30/04/20,60.0,33.0,64.8,49.8,68.4,0.63,57.0
01/05/20,51.0,28.05,55.08,42.33,58.14,0.54,48.45
02/05/20,43.0,23.65,46.44,35.69,49.02,0.45,40.85
03/05/20,40.0,22.0,43.2,33.2,45.6,0.42,38.0
04/05/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
05/05/20,38.0,20.9,41.04,31.54,43.32,0.4,36.1
06/05/20,50.0,27.5,54.0,41.5,57.0,0.53,47.5
07/05/20,55.0,30.25,59.4,45.65,62.7,0.58,52.25
08/05/20,67.0,36.85,72.36,55.61,76.38,0.7,63.65
09/05/20,65.0,35.75,70.2,53.95,74.1,0.68,61.75
10/05/20,64.0,35.2,69.12,53.12,72.96,0.67,60.8
11/05/20,61.0,33.55,65.88,50.63,69.54,0.64,57.95
12/05/20,67.0,36.85,72.36,55.61,76.38,0.7,63.65
13/05/20,67.0,36.85,72.36,55.61,76.38,0.7,63.65
14/05/20,54.0,29.7,58.32,44.82,61.56,0.57,51.3
15/05/20,70.0,38.5,75.6,58.1,79.8,0.74,66.5
16/05/20,76.0,41.8,82.08,63.08,86.64,0.8,72.2
17/05/20,120.0,66.0,129.6,99.6,136.8,1.26,114.0
18/05/20,78.0,42.9,84.24,64.74,88.92,0.82,74.1
19/05/20,74.0,40.7,79.92,61.42,84.36,0.78,70.3
20/05/20,48.0,26.4,51.84,39.84,54.72,0.5,45.6
21/05/20,43.0,23.65,46.44,35.69,49.02,0.45,40.85
22/05/20,42.0,23.1,45.36,34.86,47.88,0.44,39.9
23/05/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
24/05/20,40.0,22.0,43.2,33.2,45.6,0.42,38.0
25/05/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
26/05/20,51.0,28.05,55.08,42.33,58.14,0.54,48.45
27/05/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
28/05/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
29/05/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
30/05/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
31/05/20,43.0,23.65,46.44,35.69,49.02,0.45,40.85
01/06/20,34.0,18.7,36.72,28.22,38.76,0.36,32.3
02/06/20,46.0,25.3,49.68,38.18,52.44,0.48,43.7
03/06/20,32.0,17.6,34.56,26.56,36.48,0.34,30.4
04/06/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
05/06/20,41.0,22.55,44.28,34.03,46.74,0.43,38.95
06/06/20,30.0,16.5,32.4,24.9,34.2,0.32,28.5
07/06/20,41.0,22.55,44.28,34.03,46.74,0.43,38.95
08/06/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
09/06/20,34.0,18.7,36.72,28.22,38.76,0.36,32.3
10/06/20,40.0,22.0,43.2,33.2,45.6,0.42,38.0
11/06/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
12/06/20,38.0,20.9,41.04,31.54,43.32,0.4,36.1
13/06/20,33.0,18.15,35.64,27.39,37.62,0.35,31.35
14/06/20,32.0,17.6,34.56,26.56,36.48,0.34,30.4
15/06/20,31.0,17.05,33.48,25.73,35.34,0.33,29.45
16/06/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
17/06/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
18/06/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
19/06/20,42.0,23.1,45.36,34.86,47.88,0.44,39.9
20/06/20,51.0,28.05,55.08,42.33,58.14,0.54,48.45
21/06/20,43.0,23.65,46.44,35.69,49.02,0.45,40.85
22/06/20,42.0,23.1,45.36,34.86,47.88,0.44,39.9
23/06/20,41.0,22.55,44.28,34.03,46.74,0.43,38.95
24/06/20,33.0,18.15,35.64,27.39,37.62,0.35,31.35
25/06/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
26/06/20,42.0,23.1,45.36,34.86,47.88,0.44,39.9
27/06/20,50.0,27.5,54.0,41.5,57.0,0.53,47.5
28/06/20,49.0,26.95,52.92,40.67,55.86,0.51,46.55
29/06/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
30/06/20,33.0,18.15,35.64,27.39,37.62,0.35,31.35
01/07/20,31.0,17.05,33.48,25.73,35.34,0.33,29.45
02/07/20,29.0,15.95,31.32,24.07,33.06,0.3,27.55
03/07/20,34.0,18.7,36.72,28.22,38.76,0.36,32.3
04/07/20,28.0,15.4,30.24,23.24,31.92,0.29,26.6
05/07/20,33.0,18.15,35.64,27.39,37.62,0.35,31.35
06/07/20,56.0,30.8,60.48,46.48,63.84,0.59,53.2
07/07/20,38.0,20.9,41.04,31.54,43.32,0.4,36.1
08/07/20,38.0,20.9,41.04,31.54,43.32,0.4,36.1
09/07/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
10/07/20,48.0,26.4,51.84,39.84,54.72,0.5,45.6
11/07/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
12/07/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
13/07/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
14/07/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
15/07/20,31.0,17.05,33.48,25.73,35.34,0.33,29.45
16/07/20,33.0,18.15,35.64,27.39,37.62,0.35,31.35
17/07/20,34.0,18.7,36.72,28.22,38.76,0.36,32.3
18/07/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
19/07/20,46.0,25.3,49.68,38.18,52.44,0.48,43.7
20/07/20,47.0,25.85,50.76,39.01,53.58,0.49,44.65
21/07/20,49.0,26.95,52.92,40.67,55.86,0.51,46.55
22/07/20,54.0,29.7,58.32,44.82,61.56,0.57,51.3
23/07/20,39.0,21.45,42.12,32.37,44.46,0.41,37.05
24/07/20,50.0,27.5,54.0,41.5,57.0,0.53,47.5
25/07/20,44.0,24.2,47.52,36.52,50.16,0.46,41.8
26/07/20,45.0,24.75,48.6,37.35,51.3,0.47,42.75
27/07/20,26.0,14.3,28.08,21.58,29.64,0.27,24.7
28/07/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
29/07/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
30/07/20,32.0,17.6,34.56,26.56,36.48,0.34,30.4
31/07/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
01/08/20,34.0,18.7,36.72,28.22,38.76,0.36,32.3
02/08/20,27.0,14.85,29.16,22.41,30.78,0.28,25.65
03/08/20,26.0,14.3,28.08,21.58,29.64,0.27,24.7
04/08/20,25.0,13.75,27.0,20.75,28.5,0.26,23.75
05/08/20,30.0,16.5,32.4,24.9,34.2,0.32,28.5
06/08/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
07/08/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
08/08/20,49.0,26.95,52.92,40.67,55.86,0.51,46.55
09/08/20,44.0,24.2,47.52,36.52,50.16,0.46,41.8
10/08/20,42.0,23.1,45.36,34.86,47.88,0.44,39.9
11/08/20,41.0,22.55,44.28,34.03,46.74,0.43,38.95
12/08/20,38.0,20.9,41.04,31.54,43.32,0.4,36.1
13/08/20,38.0,20.9,41.04,31.54,43.32,0.4,36.1
14/08/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
15/08/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
16/08/20,47.0,25.85,50.76,39.01,53.58,0.49,44.65
17/08/20,43.0,23.65,46.44,35.69,49.02,0.45,40.85
18/08/20,28.0,15.4,30.24,23.24,31.92,0.29,26.6
19/08/20,33.0,18.15,35.64,27.39,37.62,0.35,31.35
20/08/20,41.0,22.55,44.28,34.03,46.74,0.43,38.95
21/08/20,39.0,21.45,42.12,32.37,44.46,0.41,37.05
22/08/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
23/08/20,37.0,20.35,39.96,30.71,42.18,0.39,35.15
24/08/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
25/08/20,49.0,26.95,52.92,40.67,55.86,0.51,46.55
26/08/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
27/08/20,35.0,19.25,37.8,29.05,39.9,0.37,33.25
28/08/20,32.0,17.6,34.56,26.56,36.48,0.34,30.4
29/08/20,31.0,17.05,33.48,25.73,35.34,0.33,29.45
30/08/20,28.0,15.4,30.24,23.24,31.92,0.29,26.6
31/08/20,30.0,16.5,32.4,24.9,34.2,0.32,28.5
01/09/20,36.0,19.8,38.88,29.88,41.04,0.38,34.2
02/09/20,47.0,25.85,50.76,39.01,53.58,0.49,44.65
03/09/20,57.0,31.35,61.56,47.31,64.98,0.6,54.15
04/09/20,69.0,37.95,74.52,57.27,78.66,0.72,65.55
05/09/20,84.0,46.2,90.72,69.72,95.76,0.88,79.8
06/09/20,128.0,70.4,138.24,106.24,145.92,1.34,121.6
07/09/20,55.0,30.25,59.4,45.65,62.7,0.58,52.25
08/09/20,49.0,26.95,52.92,40.67,55.86,0.51,46.55
09/09/20,55.0,30.25,59.4,45.65,62.7,0.58,52.25
10/09/20,68.0,37.4,73.44,56.44,77.52,0.71,64.6
11/09/20,68.0,37.4,73.44,56.44,77.52,0.71,64.6
12/09/20,48.0,26.4,51.84,39.84,54.72,0.5,45.6
13/09/20,39.0,21.45,42.12,32.37,44.46,0.41,37.05
14/09/20,44.0,24.2,47.52,36.52,50.16,0.46,41.8
15/09/20,40.0,22.0,43.2,33.2,45.6,0.42,38.0
16/09/20,39.0,21.45,42.12,32.37,44.46,0.41,37.05
17/09/20,40.0,22.0,43.2,33.2,45.6,0.42,38.0
18/09/20,52.0,28.6,56.16,43.16,59.28,0.55,49.4
19/09/20,59.0,32.45,63.72,48.97,67.26,0.62,56.05
20/09/20,53.0,29.15,57.24,43.99,60.42,0.56,50.35
21/09/20,58.0,31.9,62.64,48.14,66.12,0.61,55.1
22/09/20,64.0,35.2,69.12,53.12,72.96,0.67,60.8
23/09/20,42.0,23.1,45.36,34.86,47.88,0.44,39.9
24/09/20,44.0,24.2,47.52,36.52,50.16,0.46,41.8
25/09/20,53.0,29.15,57.24,43.99,60.42,0.56,50.35
26/09/20,63.0,34.65,68.04,52.29,71.82,0.66,59.85
27/09/20,65.0,35.75,70.2,53.95,74.1,0.68,61.75
28/09/20,69.0,37.95,74.52,57.27,78.66,0.72,65.55
29/09/20,75.0,41.25,81.0,62.25,85.5,0.79,71.25
30/09/20,80.0,44.0,86.4,66.4,91.2,0.84,76.0
01/10/20,75.0,41.25,81.0,62.25,85.5,0.79,71.25
02/10/20,77.0,42.35,83.16,63.91,87.78,0.81,73.15
03/10/20,100.0,55.0,108.0,83.0,114.0,1.05,95.0
04/10/20,70.0,38.5,75.6,58.1,79.8,0.74,66.5
05/10/20,55.0,30.25,59.4,45.65,62.7,0.58,52.25
06/10/20,76.0,41.8,82.08,63.08,86.64,0.8,72.2
07/10/20,93.0,51.15,100.44,77.19,106.02,0.98,88.35
08/10/20,106.0,58.3,114.48,87.98,120.84,1.11,100.7
09/10/20,124.0,68.2,133.92,102.92,141.36,1.3,117.8
10/10/20,145.0,79.75,156.6,120.35,165.3,1.52,137.75
11/10/20,110.0,60.5,118.8,91.3,125.4,1.16,104.5
12/10/20,99.0,54.45,106.92,82.17,112.86,1.04,94.05
13/10/20,110.0,60.5,118.8,91.3,125.4,1.16,104.5
14/10/20,106.0,58.3,114.48,87.98,120.84,1.11,100.7
15/10/20,68.0,37.4,73.44,56.44,77.52,0.71,64.6
16/10/20,59.0,32.45,63.72,48.97,67.26,0.62,56.05
17/10/20,71.0,39.05,76.68,58.93,80.94,0.75,67.45
18/10/20,82.0,45.1,88.56,68.06,93.48,0.86,77.9
19/10/20,78.0,42.9,84.24,64.74,88.92,0.82,74.1
20/10/20,90.0,49.5,97.2,74.7,102.6,0.95,85.5
21/10/20,83.0,45.65,89.64,68.89,94.62,0.87,78.85
22/10/20,90.0,49.5,97.2,74.7,102.6,0.95,85.5
23/10/20,82.0,45.1,88.56,68.06,93.48,0.86,77.9
24/10/20,113.0,62.15,122.04,93.79,128.82,1.19,107.35
25/10/20,83.0,45.65,89.64,68.89,94.62,0.87,78.85
26/10/20,94.0,51.7,101.52,78.02,107.16,0.99,89.3
27/10/20,100.0,55.0,108.0,83.0,114.0,1.05,95.0
28/10/20,130.0,71.5,140.4,107.9,148.2,1.37,123.5
29/10/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
30/10/20,131.0,72.05,141.48,108.73,149.34,1.38,124.45
31/10/20,119.0,65.45,128.52,98.77,135.66,1.25,113.05
01/11/20,111.0,61.05,119.88,92.13,126.54,1.17,105.45
02/11/20,125.0,68.75,135.0,103.75,142.5,1.31,118.75
03/11/20,194.0,106.7,209.52,161.02,221.16,2.04,184.3
04/11/20,160.0,88.0,172.8,132.8,182.4,1.68,152.0
05/11/20,163.0,89.65,176.04,135.29,185.82,1.71,154.85
06/11/20,128.0,70.4,138.24,106.24,145.92,1.34,121.6
07/11/20,130.0,71.5,140.4,107.9,148.2,1.37,123.5
08/11/20,142.0,78.1,153.36,117.86,161.88,1.49,134.9
09/11/20,148.0,81.4,159.84,122.84,168.72,1.55,140.6
10/11/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
11/11/20,182.0,100.1,196.56,151.06,207.48,1.91,172.9
12/11/20,170.0,93.5,183.6,141.1,193.8,1.79,161.5
13/11/20,171.0,94.05,184.68,141.93,194.94,1.8,162.45
14/11/20,131.0,72.05,141.48,108.73,149.34,1.38,124.45
15/11/20,148.0,81.4,159.84,122.84,168.72,1.55,140.6
16/11/20,143.0,78.65,154.44,118.69,163.02,1.5,135.85
17/11/20,175.0,96.25,189.0,145.25,199.5,1.84,166.25
18/11/20,167.0,91.85,180.36,138.61,190.38,1.75,158.65
19/11/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
20/11/20,143.0,78.65,154.44,118.69,163.02,1.5,135.85
21/11/20,160.0,88.0,172.8,132.8,182.4,1.68,152.0
22/11/20,170.0,93.5,183.6,141.1,193.8,1.79,161.5
23/11/20,156.0,85.8,168.48,129.48,177.84,1.64,148.2
24/11/20,139.0,76.45,150.12,115.37,158.46,1.46,132.05
25/11/20,210.0,115.5,226.8,174.3,239.4,2.21,199.5
26/11/20,225.0,123.75,243.0,186.75,256.5,2.36,213.75
27/11/20,182.0,100.1,196.56,151.06,207.48,1.91,172.9
28/11/20,139.0,76.45,150.12,115.37,158.46,1.46,132.05
29/11/20,110.0,60.5,118.8,91.3,125.4,1.16,104.5
30/11/20,125.0,68.75,135.0,103.75,142.5,1.31,118.75
01/12/20,152.0,83.6,164.16,126.16,173.28,1.6,144.4
02/12/20,163.0,89.65,176.04,135.29,185.82,1.71,154.85
03/12/20,170.0,93.5,183.6,141.1,193.8,1.79,161.5
04/12/20,167.0,91.85,180.36,138.61,190.38,1.75,158.65
05/12/20,185.0,101.75,199.8,153.55,210.9,1.94,175.75
06/12/20,149.0,81.95,160.92,123.67,169.86,1.56,141.55
07/12/20,144.0,79.2,155.52,119.52,164.16,1.51,136.8
08/12/20,157.0,86.35,169.56,130.31,178.98,1.65,149.15
09/12/20,136.0,74.8,146.88,112.88,155.04,1.43,129.2
10/12/20,143.0,78.65,154.44,118.69,163.02,1.5,135.85
11/12/20,151.0,83.05,163.08,125.33,172.14,1.59,143.45
12/12/20,139.0,76.45,150.12,115.37,158.46,1.46,132.05
13/12/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
14/12/20,105.0,57.75,113.4,87.15,119.7,1.1,99.75
15/12/20,152.0,83.6,164.16,126.16,173.28,1.6,144.4
16/12/20,194.0,106.7,209.52,161.02,221.16,2.04,184.3
17/12/20,205.0,112.75,221.4,170.15,233.7,2.15,194.75
18/12/20,203.0,111.65,219.24,168.49,231.42,2.13,192.85
19/12/20,185.0,101.75,199.8,153.55,210.9,1.94,175.75
20/12/20,178.0,97.9,192.24,147.74,202.92,1.87,169.1
21/12/20,151.0,83.05,163.08,125.33,172.14,1.59,143.45
22/12/20,141.0,77.55,152.28,117.03,160.74,1.48,133.95
23/12/20,172.0,94.6,185.76,142.76,196.08,1.81,163.4
24/12/20,193.0,106.15,208.44,160.19,220.02,2.03,183.35
25/12/20,209.0,114.95,225.72,173.47,238.26,2.19,198.55
26/12/20,221.0,121.55,238.68,183.43,251.94,2.32,209.95
27/12/20,225.0,123.75,243.0,186.75,256.5,2.36,213.75
28/12/20,168.0,92.4,181.44,139.44,191.52,1.76,159.6
29/12/20,192.0,105.6,207.36,159.36,218.88,2.02,182.4
30/12/20,225.0,123.75,243.0,186.75,256.5,2.36,213.75
31/12/20,245.0,134.75,264.6,203.35,279.3,2.57,232.75
01/01/21,244.0,134.2,263.52,202.52,278.16,2.56,231.8
02/01/21,255.0,140.25,275.4,211.65,290.7,2.68,242.25
03/01/21,251.0,138.05,271.08,208.33,286.14,2.64,238.45
04/01/21,226.0,124.3,244.08,187.58,257.64,2.37,214.7
05/01/21,234.0,128.7,252.72,194.22,266.76,2.46,222.3
06/01/21,274.0,150.7,295.92,227.42,312.36,2.88,260.3
07/01/21,285.0,156.75,307.8,236.55,324.9,2.99,270.75
08/01/21,272.0,149.6,293.76,225.76,310.08,2.86,258.4
09/01/21,234.0,128.7,252.72,194.22,266.76,2.46,222.3
10/01/21,244.0,134.2,263.52,202.52,278.16,2.56,231.8
11/01/21,214.0,117.7,231.12,177.62,243.96,2.25,203.3
12/01/21,194.0,106.7,209.52,161.02,221.16,2.04,184.3
13/01/21,193.0,106.15,208.44,160.19,220.02,2.03,183.35
14/01/21,193.0,106.15,208.44,160.19,220.02,2.03,183.35
15/01/21,145.0,79.75,156.6,120.35,165.3,1.52,137.75
16/01/21,140.0,77.0,151.2,116.2,159.6,1.47,133.0
17/01/21,173.0,95.15,186.84,143.59,197.22,1.82,164.35
18/01/21,124.0,68.2,133.92,102.92,141.36,1.3,117.8
19/01/21,153.0,84.15,165.24,126.99,174.42,1.61,145.35
20/01/21,193.0,106.15,208.44,160.19,220.02,2.03,183.35
21/01/21,189.0,103.95,204.12,156.87,215.46,1.98,179.55
22/01/21,233.0,128.15,251.64,193.39,265.62,2.45,221.35
23/01/21,255.0,140.25,275.4,211.65,290.7,2.68,242.25
24/01/21,198.0,108.9,213.84,164.34,225.72,2.08,188.1
25/01/21,207.0,113.85,223.56,171.81,235.98,2.17,196.65
26/01/21,223.0,122.65,240.84,185.09,254.22,2.34,211.85
27/01/21,231.0,127.05,249.48,191.73,263.34,2.43,219.45
28/01/21,247.0,135.85,266.76,205.01,281.58,2.59,234.65
29/01/21,224.0,123.2,241.92,185.92,255.36,2.35,212.8
30/01/21,218.0,119.9,235.44,180.94,248.52,2.29,207.1
31/01/21,196.0,107.8,211.68,162.68,223.44,2.06,186.2
01/02/21,184.0,101.2,198.72,152.72,209.76,1.93,174.8
02/02/21,180.0,99.0,194.4,149.4,205.2,1.89,171.0
03/02/21,188.0,103.4,203.04,156.04,214.32,1.97,178.6
04/02/21,182.0,100.1,196.56,151.06,207.48,1.91,172.9
05/02/21,182.0,100.1,196.56,151.06,207.48,1.91,172.9
06/02/21,149.0,81.95,160.92,123.67,169.86,1.56,141.55
07/02/21,151.0,83.05,163.08,125.33,172.14,1.59,143.45
08/02/21,150.0,82.5,162.0,124.5,171.0,1.58,142.5
09/02/21,165.0,90.75,178.2,136.95,188.1,1.73,156.75
10/02/21,196.0,107.8,211.68,162.68,223.44,2.06,186.2
11/02/21,245.0,134.75,264.6,203.35,279.3,2.57,232.75
12/02/21,249.0,136.95,268.92,206.67,283.86,2.61,236.55
13/02/21,182.0,100.1,196.56,151.06,207.48,1.91,172.9
14/02/21,132.0,72.6,142.56,109.56,150.48,1.39,125.4
15/02/21,100.0,55.0,108.0,83.0,114.0,1.05,95.0
16/02/21,99.0,54.45,106.92,82.17,112.86,1.04,94.05
17/02/21,100.0,55.0,108.0,83.0,114.0,1.05,95.0
18/02/21,206.0,113.3,222.48,170.98,234.84,2.16,195.7
19/02/21,120.0,66.0,129.6,99.6,136.8,1.26,114.0
20/02/21,116.0,63.8,125.28,96.28,132.24,1.22,110.2
21/02/21,119.0,65.45,128.52,98.77,135.66,1.25,113.05
22/02/21,144.0,79.2,155.52,119.52,164.16,1.51,136.8
23/02/21,169.0,92.95,182.52,140.27,192.66,1.77,160.55
24/02/21,224.0,123.2,241.92,185.92,255.36,2.35,212.8
25/02/21,191.0,105.05,206.28,158.53,217.74,2.01,181.45
26/02/21,127.0,69.85,137.16,105.41,144.78,1.33,120.65
27/02/21,110.0,60.5,118.8,91.3,125.4,1.16,104.5
28/02/21,139.0,76.45,150.12,115.37,158.46,1.46,132.05
01/03/21,161.0,88.55,173.88,133.63,183.54,1.69,152.95
02/03/21,175.0,96.25,189.0,145.25,199.5,1.84,166.25
03/03/21,142.0,78.1,153.36,117.86,161.88,1.49,134.9
04/03/21,185.0,101.75,199.8,153.55,210.9,1.94,175.75
05/03/21,211.0,116.05,227.88,175.13,240.54,2.22,200.45
06/03/21,147.0,80.85,158.76,122.01,167.58,1.54,139.65
07/03/21,128.0,70.4,138.24,106.24,145.92,1.34,121.6
08/03/21,110.0,60.5,118.8,91.3,125.4,1.16,104.5
09/03/21,137.0,75.35,147.96,113.71,156.18,1.44,130.15
10/03/21,151.0,83.05,163.08,125.33,172.14,1.59,143.45
11/03/21,120.0,66.0,129.6,99.6,136.8,1.26,114.0
12/03/21,98.0,53.9,105.84,81.34,111.72,1.03,93.1
13/03/21,152.0,83.6,164.16,126.16,173.28,1.6,144.4
14/03/21,157.0,86.35,169.56,130.31,178.98,1.65,149.15
15/03/21,156.0,85.8,168.48,129.48,177.84,1.64,148.2
16/03/21,151.0,83.05,163.08,125.33,172.14,1.59,143.45
17/03/21,158.0,86.9,170.64,131.14,180.12,1.66,150.1
18/03/21,154.0,84.7,166.32,127.82,175.56,1.62,146.3
19/03/21,145.0,79.75,156.6,120.35,165.3,1.52,137.75
20/03/21,161.0,88.55,173.88,133.63,183.54,1.69,152.95
21/03/21,171.0,94.05,184.68,141.93,194.94,1.8,162.45
22/03/21,143.0,78.65,154.44,118.69,163.02,1.5,135.85
23/03/21,160.0,88.0,172.8,132.8,182.4,1.68,152.0
24/03/21,193.0,106.15,208.44,160.19,220.02,2.03,183.35
25/03/21,170.0,93.5,183.6,141.1,193.8,1.79,161.5
26/03/21,170.0,93.5,183.6,141.1,193.8,1.79,161.5
27/03/21,177.0,97.35,191.16,146.91,201.78,1.86,168.15
28/03/21,172.0,94.6,185.76,142.76,196.08,1.81,163.4
29/03/21,130.0,71.5,140.4,107.9,148.2,1.37,123.5
30/03/21,75.0,41.25,81.0,62.25,85.5,0.79,71.25
31/03/21,81.0,44.55,87.48,67.23,92.34,0.85,76.95
01/04/21,113.0,62.15,122.04,93.79,128.82,1.19,107.35
02/04/21,162.0,89.1,174.96,134.46,184.68,1.7,153.9
